T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z,qx,qy,qz,qw,fc_sen_vel_x,fc_sen_vel_y,rt_tar_vel_x,rt_tar_vel_y
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,-0.0031,-0.0057,-1,0,0,0,0
612.061,612.061,-2,-3,3,0,0,140,0,0,20,2,3,137,0.0024,-0.0031,-0.0057,-1,0,0,0,0
612.121,612.121,0,-1,4,0,0,140,0,0,20,0,1,136,0.0023,-0.0031,-0.0058,-1,0,0,0,0
612.221,612.221,-1,-1,4,0,0,140,0,0,20,1,1,136,0.0023,-0.003,-0.0057,-1,0,1,0,0
612.321,612.321,-1,-1,4,0,0,140,0,0,20,1,1,136,0.002,-0.0029,-0.0056,-1,0,1,0,0
612.421,612.421,-1,-1,3,0,0,140,0,0,20,1,1,137,0.0019,-0.0028,-0.0056,-1,0,0,0,0
612.521,612.521,-1,-1,3,0,0,140,0,0,20,1,1,137,0.0019,-0.0028,-0.0056,-1,0,0,0,0
612.621,612.621,-1,-1,3,0,0,140,0,0,20,1,1,137,0.0018,-0.0026,-0.0057,-1,0,0,0,0
612.721,612.721,0,-1,3,0,0,140,0,0,20,0,1,137,0.0017,-0.0025,-0.0056,-1,0,0,0,0
612.821,612.821,0,-1,3,0,0,140,0,0,20,0,1,137,0.002,-0.0027,-0.0056,-1,0,0,0,0
612.921,612.921,0,-1,4,0,0,140,0,0,20,0,1,136,0.0018,-0.0028,-0.0056,-1,0,0,0,0
613.021,613.021,-1,-1,4,0,0,140,0,0,20,1,1,136,0.0021,-0.0029,-0.0056,-1,1,0,0,0
613.121,613.121,0,-1,4,0,0,140,0,0,20,0,1,136,0.002,-0.0027,-0.0053,-1,5,0,0,0
613.221,613.221,0,-1,4,0,0,140,0,0,20,0,1,136,0.002,-0.0027,-0.0053,-1,6,0,0,0
613.321,613.321,2,-1,4,0,0,140,0,0,20,-2,1,136,0.0015,-0.0019,-0.0044,-1,9,0,0,0
613.421,613.421,1,-1,3,0,0,140,0,0,20,-1,1,137,0.0018,-0.0021,-0.0034,-1,1,0,0,0
613.521,613.521,-1,-1,3,0,0,140,0,0,20,1,1,137,0.0003,-0.0029,-0.0004,-1,-3,0,0,0
613.621,613.621,-1,-1,4,0,0,140,0,0,20,1,1,136,-0.0041,-0.0038,0.0033,-1,-2,1,0,0
613.721,613.721,-1,-1,5,0,0,140,0,0,20,1,1,135,-0.0041,-0.0038,0.0033,-1,0,2,0,0
613.821,613.821,0,0,7,0,0,140,0,0,20,0,0,133,-0.0012,0.0018,0.0092,-1,2,3,0,0
613.931,613.931,1,-1,9,0,0,140,0,0,20,-1,1,131,0.0026,0.0055,0.0098,-0.9999,1,0,0,0
