T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
204.499,267.281,149,167,143,150,125,140,0,-15,0,1,-42,-3
204.599,267.381,148,168,143,150,125,140,1,-15,0,2,-43,-3
204.699,267.481,147,168,143,150,125,140,1,-15,0,3,-43,-3
204.819,267.601,146,169,143,150,125,140,0,0,0,4,-44,-3
204.919,267.701,144,170,143,150,125,140,0,0,0,6,-45,-3
205.119,267.901,142,171,143,150,125,140,0,0,0,8,-46,-3
205.219,268.001,141,171,143,150,125,140,0,0,0,9,-46,-3
205.319,268.101,140,172,142,150,125,140,0,0,0,10,-47,-2
205.419,268.201,139,172,142,150,125,140,0,0,0,11,-47,-2
205.519,268.301,137,173,142,150,125,140,0,0,0,13,-48,-2
205.619,268.401,136,173,143,150,125,140,0,0,0,14,-48,-3
205.719,268.501,135,174,143,150,125,140,0,0,0,15,-49,-3
205.819,268.601,134,174,143,150,125,140,0,0,0,16,-49,-3
205.919,268.701,133,175,142,150,125,140,0,0,0,17,-50,-2
206.019,268.801,132,175,142,150,125,140,0,0,0,18,-50,-2
206.119,268.901,131,176,142,150,125,140,0,0,0,19,-51,-2
206.219,269.001,130,177,142,150,125,140,0,0,0,20,-52,-2
206.319,269.101,128,177,142,150,125,140,0,0,0,22,-52,-2
206.419,269.201,127,178,142,150,125,140,0,0,0,23,-53,-2
206.519,269.301,126,178,142,150,125,140,0,0,0,24,-53,-2
206.619,269.401,125,178,141,150,125,140,0,0,0,25,-53,-1
206.719,269.501,124,178,141,150,125,140,0,0,0,26,-53,-1
206.819,269.601,123,178,141,150,125,140,0,0,0,27,-53,-1
206.919,269.701,121,179,141,150,125,140,0,0,0,29,-54,-1
207.119,269.901,119,179,141,150,125,140,0,0,0,31,-54,-1
207.219,270.001,118,179,141,150,125,140,0,0,0,32,-54,-1
207.419,270.201,117,179,140,150,125,140,0,0,0,33,-54,0
207.519,270.301,116,179,140,150,125,140,0,0,0,34,-54,0
207.619,270.401,115,180,140,150,125,140,0,0,0,35,-55,0
207.819,270.601,114,180,141,150,125,140,0,0,0,36,-55,-1
208.019,270.801,113,180,141,150,125,140,0,0,0,37,-55,-1
208.119,270.901,112,180,141,150,125,140,0,0,0,38,-55,-1
