T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
119.9,119.9,8,119,141,0,175,140,0,0,0,-8,56,-1
120,120,8,119,141,0,175,140,0,0,0,-8,56,-1
120.1,120.1,8,120,141,0,175,140,0,0,0,-8,55,-1
120.2,120.2,8,120,141,0,175,140,0,0,0,-8,55,-1
120.3,120.3,8,120,141,0,175,140,0,0,0,-8,55,-1
120.4,120.4,8,120,141,0,175,140,0,0,0,-8,55,-1
120.5,120.5,8,120,141,0,175,140,0,0,0,-8,55,-1
120.6,120.6,8,120,141,0,175,140,0,0,0,-8,55,-1
120.7,120.7,8,120,141,0,175,140,0,0,0,-8,55,-1
120.8,120.8,8,121,141,0,175,140,0,0,0,-8,54,-1
120.9,120.9,8,121,141,0,175,140,0,0,0,-8,54,-1
121,121,8,121,141,0,175,140,0,0,0,-8,54,-1
121.1,121.1,8,122,141,0,175,140,0,0,0,-8,53,-1
121.2,121.2,8,122,141,0,175,140,0,0,0,-8,53,-1
121.3,121.3,8,123,141,0,175,140,0,0,0,-8,52,-1
121.4,121.4,8,123,141,0,175,140,0,0,0,-8,52,-1
121.5,121.5,9,123,141,0,175,140,0,0,0,-9,52,-1
121.6,121.6,9,124,141,0,175,140,0,0,0,-9,51,-1
121.7,121.7,9,124,141,0,175,140,0,0,0,-9,51,-1
121.8,121.8,9,125,141,0,175,140,0,0,0,-9,50,-1
121.9,121.9,9,125,140,0,175,140,0,0,0,-9,50,0
122,122,9,126,140,0,175,140,0,0,0,-9,49,0
122.1,122.1,9,126,140,0,175,140,0,0,0,-9,49,0
122.2,122.2,9,126,140,0,175,140,0,0,0,-9,49,0
122.3,122.3,8,126,140,0,175,140,0,0,0,-8,49,0
122.4,122.4,8,126,140,0,175,140,0,0,0,-8,49,0
122.5,122.5,8,126,140,0,175,140,0,0,0,-8,49,0
122.6,122.6,8,126,140,0,175,140,0,0,0,-8,49,0
122.7,122.7,8,127,140,0,175,140,0,0,0,-8,48,0
122.8,122.8,8,127,140,0,175,140,0,0,0,-8,48,0
