T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
400.319,463.101,345,82,100,350,125,100,1,14,0,5,43,0
400.419,463.201,346,81,100,350,125,100,1,16,0,4,44,0
400.639,463.421,347,80,100,350,125,100,0,0,0,3,45,0
400.739,463.521,348,79,100,350,125,100,0,0,0,2,46,0
400.839,463.621,348,79,99,350,125,100,0,0,0,2,46,1
400.939,463.721,349,79,99,350,125,100,0,0,0,1,46,1
401.039,463.821,350,78,100,350,125,100,0,0,0,0,47,0
401.139,463.921,351,77,99,350,125,100,0,0,0,-1,48,1
401.339,464.121,352,76,99,350,125,100,0,0,0,-2,49,1
401.439,464.221,353,75,99,350,125,100,0,0,0,-3,50,1
401.539,464.321,353,74,99,350,125,100,0,0,0,-3,51,1
401.639,464.421,354,73,99,350,125,100,0,0,0,-4,52,1
401.739,464.521,355,72,100,350,125,100,0,0,0,-5,53,0
401.939,464.721,356,71,100,350,125,100,0,0,0,-6,54,0
402.039,464.821,357,71,100,350,125,100,0,0,0,-7,54,0
402.239,465.021,358,71,100,350,125,100,0,0,0,-8,54,0
402.339,465.121,359,70,100,350,125,100,0,0,0,-9,55,0
402.439,465.221,360,70,100,350,125,100,0,0,0,-10,55,0
402.539,465.321,360,69,100,350,125,100,0,0,0,-10,56,0
402.639,465.421,361,69,100,350,125,100,0,0,0,-11,56,0
402.739,465.521,362,68,100,350,125,100,0,0,0,-12,57,0
402.939,465.721,363,68,100,350,125,100,0,0,0,-13,57,0
403.139,465.921,364,67,101,350,125,100,0,0,0,-14,58,-1
403.239,466.021,365,67,101,350,125,100,0,0,0,-15,58,-1
403.439,466.221,366,67,101,350,125,100,0,0,0,-16,58,-1
403.539,466.321,366,68,101,350,125,100,0,0,0,-16,57,-1
403.739,466.521,366,69,101,350,125,100,0,0,0,-16,56,-1
403.839,466.621,367,70,100,350,125,100,0,0,0,-17,55,0
403.939,466.721,368,71,100,350,125,100,0,0,0,-18,54,0
404.039,466.821,368,72,100,350,125,100,0,0,0,-18,53,0
404.139,466.921,369,73,100,350,125,100,0,0,0,-19,52,0
404.239,467.021,369,74,100,350,125,100,0,0,0,-19,51,0
404.339,467.121,370,75,100,350,125,100,0,0,0,-20,50,0
404.539,467.321,370,76,100,350,125,100,0,0,0,-20,49,0
404.639,467.421,371,76,101,350,125,100,0,0,0,-21,49,-1
404.839,467.621,372,76,101,350,125,100,0,0,0,-22,49,-1
