T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
359.9,359.9,209,122,98,200,75,100,0,0,0,-9,-47,2
360,360,209,122,98,200,75,100,0,0,0,-9,-47,2
360.1,360.1,209,122,98,200,75,100,0,0,0,-9,-47,2
360.2,360.2,209,122,98,200,75,100,0,0,0,-9,-47,2
360.3,360.3,209,122,98,200,75,100,0,0,0,-9,-47,2
360.4,360.4,209,122,98,200,75,100,0,0,0,-9,-47,2
360.5,360.5,209,122,98,200,75,100,0,0,0,-9,-47,2
360.6,360.6,209,122,98,200,75,100,0,0,0,-9,-47,2
360.7,360.7,209,122,98,200,75,100,0,0,0,-9,-47,2
360.8,360.8,209,122,98,200,75,100,0,0,0,-9,-47,2
360.9,360.9,209,122,98,200,75,100,0,0,0,-9,-47,2
361,361,209,122,98,200,75,100,0,0,0,-9,-47,2
361.1,361.1,209,122,98,200,75,100,0,0,0,-9,-47,2
361.2,361.2,209,122,98,200,75,100,0,0,0,-9,-47,2
361.3,361.3,209,122,98,200,75,100,0,0,0,-9,-47,2
361.4,361.4,209,122,98,200,75,100,0,0,0,-9,-47,2
361.5,361.5,209,122,98,200,75,100,0,0,0,-9,-47,2
361.6,361.6,209,122,98,200,75,100,0,0,0,-9,-47,2
361.7,361.7,209,122,98,200,75,100,0,0,0,-9,-47,2
361.8,361.8,209,122,98,200,75,100,0,0,0,-9,-47,2
361.9,361.9,209,122,98,200,75,100,0,0,0,-9,-47,2
362,362,209,122,98,200,75,100,0,0,0,-9,-47,2
362.1,362.1,209,122,98,200,75,100,0,0,0,-9,-47,2
362.2,362.2,209,122,98,200,75,100,0,0,0,-9,-47,2
362.3,362.3,209,122,98,200,75,100,0,0,0,-9,-47,2
362.4,362.4,209,122,98,200,75,100,0,0,0,-9,-47,2
362.5,362.5,209,122,98,200,75,100,0,0,0,-9,-47,2
362.6,362.6,209,122,98,200,75,100,0,0,0,-9,-47,2
362.7,362.7,209,122,98,200,75,100,0,0,0,-9,-47,2
362.8,362.8,209,122,98,200,75,100,0,0,0,-9,-47,2
362.9,362.9,209,122,98,200,75,100,0,0,0,-9,-47,2
363,363,209,122,98,200,75,100,0,0,0,-9,-47,2
363.1,363.1,209,122,98,200,75,100,0,0,0,-9,-47,2
363.2,363.2,209,122,98,200,75,100,0,0,0,-9,-47,2
363.3,363.3,209,122,98,200,75,100,0,0,0,-9,-47,2
363.4,363.4,209,122,98,200,75,100,0,0,0,-9,-47,2
363.5,363.5,209,122,98,200,75,100,0,0,0,-9,-47,2
363.6,363.6,209,122,98,200,75,100,0,0,0,-9,-47,2
363.7,363.7,209,122,98,200,75,100,0,0,0,-9,-47,2
363.8,363.8,209,122,98,200,75,100,0,0,0,-9,-47,2
363.9,363.9,209,122,98,200,75,100,0,0,0,-9,-47,2
364,364,209,122,98,200,75,100,0,0,0,-9,-47,2
364.1,364.1,209,122,98,200,75,100,0,0,0,-9,-47,2
364.2,364.2,209,122,98,200,75,100,0,0,0,-9,-47,2
364.3,364.3,209,122,98,200,75,100,0,0,0,-9,-47,2
364.4,364.4,209,122,98,200,75,100,0,0,0,-9,-47,2
364.5,364.5,209,122,98,200,75,100,0,0,0,-9,-47,2
364.6,364.6,209,122,98,200,75,100,0,0,0,-9,-47,2
364.7,364.7,209,122,98,200,75,100,0,0,0,-9,-47,2
364.8,364.8,209,122,98,200,75,100,0,0,0,-9,-47,2
364.9,364.9,209,122,98,200,75,100,0,0,0,-9,-47,2
365,365,209,122,98,200,75,100,0,0,0,-9,-47,2
365.1,365.1,209,122,98,200,75,100,0,0,0,-9,-47,2
365.2,365.2,209,122,98,200,75,100,0,0,0,-9,-47,2
365.3,365.3,209,122,98,200,75,100,0,0,0,-9,-47,2
365.4,365.4,209,122,98,200,75,100,0,0,0,-9,-47,2
365.5,365.5,209,122,98,200,75,100,0,0,0,-9,-47,2
365.6,365.6,209,122,98,200,75,100,0,0,0,-9,-47,2
365.7,365.7,209,122,98,200,75,100,0,0,0,-9,-47,2
365.8,365.8,209,122,98,200,75,100,0,0,0,-9,-47,2
365.9,365.9,209,122,98,200,75,100,0,0,0,-9,-47,2
366,366,209,122,98,200,75,100,0,0,0,-9,-47,2
366.1,366.1,209,122,98,200,75,100,0,0,0,-9,-47,2
366.2,366.2,209,122,98,200,75,100,0,0,0,-9,-47,2
366.3,366.3,209,122,98,200,75,100,0,0,0,-9,-47,2
366.4,366.4,209,122,98,200,75,100,0,0,0,-9,-47,2
366.5,366.5,209,122,98,200,75,100,0,0,0,-9,-47,2
366.6,366.6,209,122,98,200,75,100,0,0,0,-9,-47,2
366.7,366.7,209,122,98,200,75,100,0,0,0,-9,-47,2
366.8,366.8,209,122,98,200,75,100,0,0,0,-9,-47,2
366.9,366.9,209,122,98,200,75,100,0,0,0,-9,-47,2
367,367,209,122,98,200,75,100,0,0,0,-9,-47,2
367.1,367.1,209,122,98,200,75,100,0,0,0,-9,-47,2
367.2,367.2,209,122,98,200,75,100,0,0,0,-9,-47,2
367.3,367.3,209,122,98,200,75,100,0,0,0,-9,-47,2
367.4,367.4,209,122,98,200,75,100,0,0,0,-9,-47,2
367.5,367.5,209,122,98,200,75,100,0,0,0,-9,-47,2
367.6,367.6,209,122,98,200,75,100,0,0,0,-9,-47,2
367.7,367.7,209,122,98,200,75,100,0,0,0,-9,-47,2
367.8,367.8,209,122,98,200,75,100,0,0,0,-9,-47,2
367.9,367.9,209,122,98,200,75,100,0,0,0,-9,-47,2
368,368,209,122,98,200,75,100,0,0,0,-9,-47,2
368.1,368.1,201,86,97,200,75,100,0,0,0,-1,-11,3
368.2,368.2,201,86,97,200,75,100,0,0,0,-1,-11,3
368.3,368.3,201,86,97,200,75,100,0,0,0,-1,-11,3
368.4,368.4,201,86,97,200,75,100,0,0,0,-1,-11,3
368.5,368.5,201,86,97,200,75,100,0,0,0,-1,-11,3
368.6,368.6,201,86,97,200,75,100,0,0,0,-1,-11,3
368.7,368.7,201,86,97,200,75,100,0,0,0,-1,-11,3
368.8,368.8,201,86,97,200,75,100,0,0,0,-1,-11,3
368.9,368.9,201,86,97,200,75,100,0,0,0,-1,-11,3
369,369,201,86,97,200,75,100,0,0,0,-1,-11,3
369.1,369.1,201,86,97,200,75,100,0,0,0,-1,-11,3
369.2,369.2,201,86,97,200,75,100,0,0,0,-1,-11,3
369.3,369.3,201,86,97,200,75,100,0,0,0,-1,-11,3
369.4,369.4,201,86,97,200,75,100,0,0,0,-1,-11,3
369.5,369.5,201,86,97,200,75,100,0,0,0,-1,-11,3
369.6,369.6,201,86,97,200,75,100,0,0,0,-1,-11,3
369.7,369.7,201,86,97,200,75,100,0,0,0,-1,-11,3
369.8,369.8,201,86,97,200,75,100,0,0,0,-1,-11,3
369.9,369.9,201,86,97,200,75,100,0,0,0,-1,-11,3
370,370,201,86,97,200,75,100,0,0,0,-1,-11,3
370.1,370.1,201,86,97,200,75,100,0,0,0,-1,-11,3
370.2,370.2,201,86,97,200,75,100,0,0,0,-1,-11,3
370.3,370.3,201,86,97,200,75,100,0,0,0,-1,-11,3
370.4,370.4,201,86,97,200,75,100,0,0,0,-1,-11,3
370.5,370.5,201,86,97,200,75,100,0,0,0,-1,-11,3
370.6,370.6,201,86,97,200,75,100,0,0,0,-1,-11,3
370.7,370.7,201,86,97,200,75,100,0,0,0,-1,-11,3
370.8,370.8,201,86,97,200,75,100,0,0,0,-1,-11,3
370.9,370.9,201,86,97,200,75,100,0,0,0,-1,-11,3
371,371,201,86,97,200,75,100,0,0,0,-1,-11,3
371.1,371.1,201,86,97,200,75,100,0,0,0,-1,-11,3
371.2,371.2,201,86,97,200,75,100,0,0,0,-1,-11,3
371.3,371.3,201,86,97,200,75,100,0,0,0,-1,-11,3
371.4,371.4,201,86,97,200,75,100,0,0,0,-1,-11,3
371.5,371.5,201,86,97,200,75,100,0,0,0,-1,-11,3
371.6,371.6,201,86,97,200,75,100,0,0,0,-1,-11,3
371.7,371.7,201,86,97,200,75,100,0,0,0,-1,-11,3
371.8,371.8,201,86,97,200,75,100,0,0,0,-1,-11,3
371.9,371.9,201,86,97,200,75,100,0,0,0,-1,-11,3
372,372,201,86,97,200,75,100,0,0,0,-1,-11,3
372.1,372.1,201,86,97,200,75,100,0,0,0,-1,-11,3
372.2,372.2,201,86,97,200,75,100,0,0,0,-1,-11,3
372.3,372.3,201,86,97,200,75,100,0,0,0,-1,-11,3
372.4,372.4,201,86,97,200,75,100,0,0,0,-1,-11,3
372.5,372.5,201,86,97,200,75,100,0,0,0,-1,-11,3
372.6,372.6,201,86,97,200,75,100,0,0,0,-1,-11,3
372.7,372.7,201,86,97,200,75,100,0,0,0,-1,-11,3
372.8,372.8,201,86,97,200,75,100,0,0,0,-1,-11,3
372.9,372.9,201,86,97,200,75,100,0,0,0,-1,-11,3
373,373,201,86,97,200,75,100,0,0,0,-1,-11,3
373.1,373.1,201,86,97,200,75,100,0,0,0,-1,-11,3
