T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
111.6,111.6,4,66,140,0,125,140,0,0,0,-4,59,0
111.7,111.7,4,65,140,0,125,140,0,0,0,-4,60,0
111.8,111.8,4,65,140,0,125,140,0,0,0,-4,60,0
111.9,111.9,4,66,140,0,125,140,0,0,0,-4,59,0
112,112,3,66,140,0,125,140,0,0,0,-3,59,0
112.1,112.1,3,66,140,0,125,140,0,0,0,-3,59,0
112.2,112.2,3,67,140,0,125,140,0,0,0,-3,58,0
112.3,112.3,2,67,140,0,125,140,0,0,0,-2,58,0
112.4,112.4,2,67,140,0,125,140,0,0,0,-2,58,0
112.5,112.5,2,68,140,0,125,140,0,0,0,-2,57,0
112.6,112.6,1,68,140,0,125,140,0,0,0,-1,57,0
112.7,112.7,1,68,140,0,125,140,0,0,0,-1,57,0
112.8,112.8,1,68,140,0,125,140,0,0,0,-1,57,0
112.9,112.9,1,68,140,0,125,140,0,0,0,-1,57,0
113,113,1,68,140,0,125,140,0,0,0,-1,57,0
113.1,113.1,1,68,140,0,125,140,0,0,0,-1,57,0
113.2,113.2,1,68,140,0,125,140,0,0,0,-1,57,0
113.3,113.3,1,68,140,0,125,140,0,0,0,-1,57,0
113.4,113.4,1,69,140,0,125,140,0,0,0,-1,56,0
113.5,113.5,1,69,140,0,125,140,0,0,0,-1,56,0
113.6,113.6,1,69,140,0,125,140,0,0,0,-1,56,0
113.7,113.7,1,69,141,0,125,140,0,0,0,-1,56,-1
113.8,113.8,1,70,141,0,125,140,0,0,0,-1,55,-1
113.9,113.9,1,70,141,0,125,140,0,0,0,-1,55,-1
114,114,1,71,141,0,125,140,0,0,0,-1,54,-1
114.1,114.1,2,71,141,0,125,140,0,0,0,-2,54,-1
114.2,114.2,2,72,141,0,125,140,0,0,0,-2,53,-1
