T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
77.109,139.901,-4,133,99,0,75,100,1,-20,0,4,-58,1
77.209,140.001,-4,132,99,0,75,100,1,-20,0,4,-57,1
77.409,140.201,-4,131,99,0,75,100,1,-19,0,4,-56,1
77.509,140.301,-4,130,99,0,75,100,1,-19,0,4,-55,1
77.609,140.401,-4,129,99,0,75,100,1,-19,0,4,-54,1
77.709,140.501,-4,128,99,0,75,100,1,-18,0,4,-53,1
77.809,140.601,-4,126,99,0,75,100,1,-18,0,4,-51,1
77.909,140.701,-5,124,99,0,75,100,1,-17,0,5,-49,1
78.009,140.801,-5,123,99,0,75,100,1,-17,0,5,-48,1
78.109,140.901,-4,121,99,0,75,100,1,-16,0,4,-46,1
78.209,141.001,-4,120,99,0,75,100,1,-16,0,4,-45,1
78.309,141.101,-4,119,99,0,75,100,1,-16,0,4,-44,1
78.409,141.201,-4,119,98,0,75,100,1,-16,0,4,-44,2
78.509,141.301,-4,118,98,0,75,100,1,-15,0,4,-43,2
78.709,141.501,-4,117,98,0,75,100,1,-15,0,4,-42,2
78.809,141.601,-4,116,98,0,75,100,1,-15,0,4,-41,2
78.929,141.721,-4,115,98,0,75,100,0,0,0,4,-40,2
79.029,141.821,-3,114,98,0,75,100,0,0,0,3,-39,2
79.129,141.921,-3,113,98,0,75,100,0,0,0,3,-38,2
79.229,142.021,-3,112,98,0,75,100,0,0,0,3,-37,2
79.329,142.121,-2,112,99,0,75,100,0,0,0,2,-37,1
79.429,142.221,-2,111,99,0,75,100,0,0,0,2,-36,1
79.529,142.321,-2,110,99,0,75,100,0,0,0,2,-35,1
79.629,142.421,-1,110,99,0,75,100,0,0,0,1,-35,1
79.729,142.521,-1,109,99,0,75,100,0,0,0,1,-34,1
79.829,142.621,-1,108,98,0,75,100,0,0,0,1,-33,2
80.029,142.821,-1,107,98,0,75,100,0,0,0,1,-32,2
80.129,142.921,-1,106,98,0,75,100,0,0,0,1,-31,2
80.329,143.121,-1,105,98,0,75,100,0,0,0,1,-30,2
80.629,143.421,-1,104,98,0,75,100,0,0,0,1,-29,2
80.829,143.621,0,103,98,0,75,100,0,0,0,0,-28,2
81.129,143.921,0,102,98,0,75,100,0,0,0,0,-27,2
81.529,144.321,0,101,98,0,75,100,0,0,0,0,-26,2
