T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
164.4,164.4,8,74,97,0,-25,100,0,0,0,-8,-99,3
164.5,164.5,8,74,97,0,-25,100,0,0,0,-8,-99,3
164.6,164.6,7,74,97,0,-25,100,0,0,0,-7,-99,3
164.7,164.7,7,74,97,0,-25,100,0,0,0,-7,-99,3
164.8,164.8,6,74,98,0,-25,100,0,0,0,-6,-99,2
164.9,164.9,5,73,97,0,-25,100,0,0,0,-5,-98,3
165,165,5,73,97,0,-25,100,0,0,0,-5,-98,3
165.1,165.1,4,72,97,0,-25,100,0,0,0,-4,-97,3
165.2,165.2,3,71,97,0,-25,100,0,0,0,-3,-96,3
165.3,165.3,3,70,97,0,-25,100,0,0,0,-3,-95,3
165.4,165.4,2,69,97,0,-25,100,0,0,0,-2,-94,3
165.5,165.5,2,68,97,0,-25,100,0,0,0,-2,-93,3
165.6,165.6,1,67,97,0,-25,100,0,0,0,-1,-92,3
165.7,165.7,0,65,97,0,-25,100,0,0,0,0,-90,3
165.8,165.8,0,64,97,0,-25,100,0,0,0,0,-89,3
165.9,165.9,0,62,96,0,-25,100,0,0,0,0,-87,4
166,166,-1,61,96,0,-25,100,0,0,0,1,-86,4
166.1,166.1,-2,59,96,0,-25,100,0,0,0,2,-84,4
166.2,166.2,-2,57,97,0,-25,100,0,0,0,2,-82,3
166.3,166.3,-3,56,96,0,-25,100,0,0,1,3,-81,4
166.4,166.4,-3,54,96,0,-25,100,0,0,0,3,-79,4
166.5,166.5,-4,52,96,0,-25,100,0,0,0,4,-77,4
166.6,166.6,-4,50,96,0,-25,100,0,0,0,4,-75,4
166.7,166.7,-5,48,96,0,-25,100,0,0,1,5,-73,4
166.8,166.8,-5,45,96,0,-25,100,0,0,1,5,-70,4
166.9,166.9,-6,43,96,0,-25,100,0,0,0,6,-68,4
167,167,-6,41,96,0,-25,100,0,0,0,6,-66,4
167.1,167.1,-7,39,96,0,-25,100,0,0,1,7,-64,4
167.2,167.2,-7,37,96,0,-25,100,0,0,1,7,-62,4
167.3,167.3,-8,35,96,0,-25,100,0,0,0,8,-60,4
167.4,167.4,-8,33,96,0,-25,100,0,0,0,8,-58,4
167.5,167.5,-8,30,97,0,-25,100,0,0,0,8,-55,3
167.6,167.6,-8,28,97,0,-25,100,0,0,0,8,-53,3
167.7,167.7,-9,27,96,0,-25,100,0,0,1,9,-52,4
167.8,167.8,-9,25,96,0,-25,100,0,0,1,9,-50,4
167.9,167.9,-9,23,97,0,-25,100,0,0,0,9,-48,3
168,168,-9,20,97,0,-25,100,0,0,0,9,-45,3
168.1,168.1,-9,18,97,0,-25,100,0,0,0,9,-43,3
168.2,168.2,-9,17,97,0,-25,100,0,0,0,9,-42,3
168.3,168.3,-9,15,97,0,-25,100,0,0,0,9,-40,3
168.4,168.4,-9,14,97,0,-25,100,0,0,0,9,-39,3
168.5,168.5,-10,13,97,0,-25,100,0,0,0,10,-38,3
168.6,168.6,-10,12,97,0,-25,100,0,0,0,10,-37,3
168.7,168.7,-10,10,97,0,-25,100,0,0,0,10,-35,3
168.8,168.8,-10,10,97,0,-25,100,0,0,0,10,-35,3
168.9,168.9,-10,8,97,0,-25,100,0,0,0,10,-33,3
169,169,-10,7,97,0,-25,100,0,0,0,10,-32,3
169.1,169.1,-11,6,97,0,-25,100,0,0,0,11,-31,3
169.2,169.2,-11,6,97,0,-25,100,0,0,0,11,-31,3
169.3,169.3,-11,5,97,0,-25,100,0,0,0,11,-30,3
169.4,169.4,-11,4,97,0,-25,100,0,0,0,11,-29,3
169.5,169.5,-11,3,97,0,-25,100,0,0,0,11,-28,3
169.6,169.6,-11,3,97,0,-25,100,0,0,0,11,-28,3
169.7,169.7,-10,2,97,0,-25,100,0,0,0,10,-27,3
169.8,169.8,-10,2,97,0,-25,100,0,0,0,10,-27,3
169.9,169.9,-10,1,97,0,-25,100,0,0,0,10,-26,3
170,170,-10,0,96,0,-25,100,0,0,0,10,-25,4
170.1,170.1,-9,0,97,0,-25,100,0,0,0,9,-25,3
170.2,170.2,-9,-1,97,0,-25,100,0,0,0,9,-24,3
170.3,170.3,-9,-2,97,0,-25,100,0,0,0,9,-23,3
170.4,170.4,-9,-3,97,0,-25,100,0,0,0,9,-22,3
170.5,170.5,-9,-4,97,0,-25,100,0,0,0,9,-21,3
170.6,170.6,-9,-4,97,0,-25,100,0,0,0,9,-21,3
170.7,170.7,-9,-5,97,0,-25,100,0,0,0,9,-20,3
170.8,170.8,-8,-6,97,0,-25,100,0,0,0,8,-19,3
170.9,170.9,-8,-6,97,0,-25,100,0,0,0,8,-19,3
171,171,-9,-6,97,0,-25,100,0,0,0,9,-19,3
171.1,171.1,-8,-6,96,0,-25,100,0,0,1,8,-19,4
171.2,171.2,-8,-6,96,0,-25,100,0,0,1,8,-19,4
171.3,171.3,-8,-7,96,0,-25,100,0,0,0,8,-18,4
171.4,171.4,-8,-7,96,0,-25,100,0,0,1,8,-18,4
171.5,171.5,-8,-8,96,0,-25,100,0,0,1,8,-17,4
171.6,171.6,-8,-8,96,0,-25,100,0,0,1,8,-17,4
171.7,171.7,-7,-9,96,0,-25,100,0,0,0,7,-16,4
171.8,171.8,-7,-9,96,0,-25,100,0,0,0,7,-16,4
171.9,171.9,-7,-9,96,0,-25,100,0,0,1,7,-16,4
172,172,-7,-9,97,0,-25,100,0,0,0,7,-16,3
172.1,172.1,-7,-9,97,0,-25,100,0,0,0,7,-16,3
172.2,172.2,-6,-9,97,0,-25,100,0,0,0,6,-16,3
172.3,172.3,-6,-10,96,0,-25,100,0,0,1,6,-15,4
172.4,172.4,-5,-10,96,0,-25,100,0,0,1,5,-15,4
172.5,172.5,-5,-10,96,0,-25,100,0,0,1,5,-15,4
172.6,172.6,-5,-10,96,0,-25,100,0,0,0,5,-15,4
172.7,172.7,-4,-10,96,0,-25,100,0,0,1,4,-15,4
172.8,172.8,-3,-9,96,0,-25,100,0,0,1,3,-16,4
172.9,172.9,-3,-9,96,0,-25,100,0,0,1,3,-16,4
173,173,-2,-8,96,0,-25,100,0,0,1,2,-17,4
173.1,173.1,-2,-8,96,0,-25,100,0,0,1,2,-17,4
173.2,173.2,-1,-7,96,0,-25,100,0,0,1,1,-18,4
173.3,173.3,-1,-7,96,0,-25,100,0,0,1,1,-18,4
173.4,173.4,-1,-7,97,0,-25,100,0,0,0,1,-18,3
173.5,173.5,0,-6,97,0,-25,100,0,0,0,0,-19,3
173.6,173.6,0,-6,97,0,-25,100,0,0,0,0,-19,3
173.7,173.7,0,-5,97,0,-25,100,0,0,0,0,-20,3
173.8,173.8,1,-5,97,0,-25,100,0,0,0,-1,-20,3
173.9,173.9,1,-4,97,0,-25,100,0,0,0,-1,-21,3
174,174,1,-4,98,0,-25,100,0,0,0,-1,-21,2
174.1,174.1,1,-4,98,0,-25,100,0,0,0,-1,-21,2
174.2,174.2,1,-3,98,0,-25,100,0,0,0,-1,-22,2
174.3,174.3,1,-3,99,0,-25,100,0,0,0,-1,-22,1
174.4,174.4,1,-2,99,0,-25,100,0,0,0,-1,-23,1
174.5,174.5,1,-2,99,0,-25,100,0,0,0,-1,-23,1
174.6,174.6,1,-1,99,0,-25,100,0,0,0,-1,-24,1
174.7,174.7,2,-1,99,0,-25,100,0,0,0,-2,-24,1
174.8,174.8,2,-1,99,0,-25,100,0,0,0,-2,-24,1
174.9,174.9,2,0,99,0,-25,100,0,0,0,-2,-25,1
175,175,2,0,100,0,-25,100,0,0,0,-2,-25,0
175.1,175.1,2,0,99,0,-25,100,0,0,0,-2,-25,1
175.2,175.2,2,1,99,0,-25,100,0,0,0,-2,-26,1
175.3,175.3,2,1,100,0,-25,100,0,0,0,-2,-26,0
175.4,175.4,3,1,100,0,-25,100,0,0,0,-3,-26,0
175.5,175.5,3,1,99,0,-25,100,0,0,0,-3,-26,1
175.6,175.6,3,2,99,0,-25,100,0,0,0,-3,-27,1
175.7,175.7,3,2,99,0,-25,100,0,0,0,-3,-27,1
175.8,175.8,3,2,99,0,-25,100,0,0,0,-3,-27,1
175.9,175.9,3,1,100,0,-25,100,0,0,0,-3,-26,0
176,176,3,1,100,0,-25,100,0,0,0,-3,-26,0
176.1,176.1,3,1,100,0,-25,100,0,0,0,-3,-26,0
176.2,176.2,3,0,100,0,-25,100,0,0,0,-3,-25,0
176.3,176.3,3,-1,101,0,-25,100,0,0,0,-3,-24,-1
176.4,176.4,3,-1,101,0,-25,100,0,0,0,-3,-24,-1
176.5,176.5,4,-1,101,0,-25,100,0,0,0,-4,-24,-1
176.6,176.6,4,-2,101,0,-25,100,0,0,0,-4,-23,-1
176.7,176.7,4,-2,101,0,-25,100,0,0,0,-4,-23,-1
176.8,176.8,4,-3,101,0,-25,100,0,0,0,-4,-22,-1
176.9,176.9,4,-3,101,0,-25,100,0,-4,0,-4,-22,-1
177,177,4,-4,101,0,-25,100,0,-4,0,-4,-21,-1
177.1,177.1,4,-4,100,0,-25,100,0,-4,0,-4,-21,0
177.2,177.2,4,-5,100,0,-25,100,0,-4,0,-4,-20,0
177.3,177.3,4,-5,100,0,-25,100,0,-4,0,-4,-20,0
177.4,177.4,4,-5,100,0,-25,100,0,-4,0,-4,-20,0
177.5,177.5,4,-6,100,0,-25,100,0,-4,0,-4,-19,0
177.6,177.6,4,-6,100,0,-25,100,0,-4,0,-4,-19,0
177.7,177.7,3,-6,100,0,-25,100,0,-4,0,-3,-19,0
177.8,177.8,3,-7,100,0,-25,100,0,-4,0,-3,-18,0
177.9,177.9,3,-7,100,0,-25,100,0,-4,0,-3,-18,0
178,178,3,-8,101,0,-25,100,0,-4,0,-3,-17,-1
178.1,178.1,2,-9,101,0,-25,100,0,-4,0,-2,-16,-1
178.2,178.2,2,-9,101,0,-25,100,0,-3,0,-2,-16,-1
178.3,178.3,1,-10,101,0,-25,100,0,-3,0,-1,-15,-1
178.4,178.4,1,-10,101,0,-25,100,0,-3,0,-1,-15,-1
178.5,178.5,1,-10,102,0,-25,100,0,-3,0,-1,-15,-2
178.6,178.6,1,-10,102,0,-25,100,0,-3,0,-1,-15,-2
178.7,178.7,1,-11,102,0,-25,100,0,-3,0,-1,-14,-2
178.8,178.8,0,-11,102,0,-25,100,0,-3,0,0,-14,-2
178.9,178.9,0,-12,102,0,-25,100,0,-3,0,0,-13,-2
179,179,0,-12,102,0,-25,100,0,-3,0,0,-13,-2
179.1,179.1,0,-12,102,0,-25,100,0,-3,0,0,-13,-2
179.2,179.2,-1,-13,102,0,-25,100,0,-3,0,1,-12,-2
179.3,179.3,-1,-13,102,0,-25,100,0,-3,0,1,-12,-2
179.4,179.4,-1,-13,102,0,-25,100,0,-3,0,1,-12,-2
179.5,179.5,-1,-13,102,0,-25,100,0,-3,0,1,-12,-2
179.6,179.6,-1,-14,102,0,-25,100,1,-3,0,1,-11,-2
179.7,179.7,-2,-14,102,0,-25,100,1,-3,0,2,-11,-2
179.8,179.8,-2,-14,102,0,-25,100,1,-3,0,2,-11,-2
179.9,179.9,-2,-13,102,0,-25,100,1,-3,0,2,-12,-2
180,180,-2,-13,102,0,-25,100,1,-3,0,2,-12,-2
180.1,180.1,-3,-14,102,0,-25,100,1,-3,0,3,-11,-2
180.2,180.2,-3,-14,102,0,-25,100,1,-3,0,3,-11,-2
180.3,180.3,-3,-14,102,0,-25,100,1,-3,0,3,-11,-2
180.4,180.4,-3,-13,102,0,-25,100,1,-3,0,3,-12,-2
180.5,180.5,-4,-14,101,0,-25,100,1,-3,0,4,-11,-1
180.6,180.6,-4,-14,102,0,-25,100,1,-3,0,4,-11,-2
180.7,180.7,-4,-14,102,0,-25,100,1,-3,0,4,-11,-2
180.8,180.8,-5,-14,101,0,-25,100,1,-3,0,5,-11,-1
