T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z
133.6,133.6,-6,180,105,0,125,100,1,-19,-1,6,-55,-5
133.7,133.7,-6,179,105,0,125,100,1,-19,-1,6,-54,-5
133.8,133.8,-6,179,105,0,125,100,1,-19,-1,6,-54,-5
133.9,133.9,-5,179,105,0,125,100,1,-18,-1,5,-54,-5
134,134,-5,178,104,0,125,100,1,-18,-1,5,-53,-4
134.1,134.1,-5,177,104,0,125,100,1,-18,-1,5,-52,-4
134.2,134.2,-5,177,104,0,125,100,1,-18,-1,5,-52,-4
134.3,134.3,-5,176,104,0,125,100,1,-17,-1,5,-51,-4
134.4,134.4,-5,176,103,0,125,100,1,-17,0,5,-51,-3
134.5,134.5,-5,175,103,0,125,100,1,-17,0,5,-50,-3
134.6,134.6,-5,175,103,0,125,100,1,-17,0,5,-50,-3
134.7,134.7,-5,174,103,0,125,100,1,-17,0,5,-49,-3
134.8,134.8,-5,173,103,0,125,100,1,-17,0,5,-48,-3
134.9,134.9,-5,172,102,0,125,100,1,-16,0,5,-47,-2
135,135,-5,171,102,0,125,100,1,-16,0,5,-46,-2
135.1,135.1,-5,171,102,0,125,100,1,-16,0,5,-46,-2
135.2,135.2,-5,171,102,0,125,100,1,-16,0,5,-46,-2
135.3,135.3,-5,170,102,0,125,100,1,-16,0,5,-45,-2
135.4,135.4,-5,170,102,0,125,100,1,-16,0,5,-45,-2
135.5,135.5,-5,169,102,0,125,100,1,-15,0,5,-44,-2
135.6,135.6,-4,168,102,0,125,100,1,-15,0,4,-43,-2
135.7,135.7,-4,167,102,0,125,100,1,-15,0,4,-42,-2
135.8,135.8,-4,166,102,0,125,100,1,-14,0,4,-41,-2
135.9,135.9,-4,165,102,0,125,100,1,-14,0,4,-40,-2
136,136,-4,165,102,0,125,100,1,-14,0,4,-40,-2
136.1,136.1,-4,164,102,0,125,100,1,-14,0,4,-39,-2
136.2,136.2,-4,163,102,0,125,100,1,-14,0,4,-38,-2
136.3,136.3,-4,163,102,0,125,100,1,-13,0,4,-38,-2
136.4,136.4,-4,162,102,0,125,100,1,-13,0,4,-37,-2
136.5,136.5,-4,161,102,0,125,100,1,-12,0,4,-36,-2
136.6,136.6,-4,160,102,0,125,100,1,-12,0,4,-35,-2
136.7,136.7,-4,159,102,0,125,100,1,-12,0,4,-34,-2
136.8,136.8,-4,159,101,0,125,100,0,0,0,4,-34,-1
136.9,136.9,-4,159,101,0,125,100,1,-11,0,4,-34,-1
137,137,-5,157,101,0,125,100,1,-11,0,5,-32,-1
137.1,137.1,-4,157,101,0,125,100,1,-11,0,4,-32,-1
137.2,137.2,-5,156,100,0,125,100,0,0,0,5,-31,0
137.3,137.3,-5,156,100,0,125,100,1,-11,0,5,-31,0
137.4,137.4,-5,155,100,0,125,100,1,-11,0,5,-30,0
137.5,137.5,-5,155,100,0,125,100,0,0,0,5,-30,0
137.6,137.6,-5,154,100,0,125,100,0,0,0,5,-29,0
137.7,137.7,-5,153,100,0,125,100,0,0,0,5,-28,0
137.8,137.8,-5,152,100,0,125,100,0,0,0,5,-27,0
137.9,137.9,-5,152,100,0,125,100,0,0,0,5,-27,0
138,138,-5,151,100,0,125,100,0,0,0,5,-26,0
138.1,138.1,-5,150,100,0,125,100,0,0,0,5,-25,0
138.2,138.2,-5,149,100,0,125,100,0,0,0,5,-24,0
138.3,138.3,-5,148,100,0,125,100,0,0,0,5,-23,0
138.4,138.4,-5,147,99,0,125,100,0,0,0,5,-22,1
138.5,138.5,-5,146,99,0,125,100,0,0,0,5,-21,1
138.6,138.6,-5,145,99,0,125,100,0,0,0,5,-20,1
138.7,138.7,-5,144,99,0,125,100,0,0,0,5,-19,1
138.8,138.8,-5,144,99,0,125,100,0,0,0,5,-19,1
138.9,138.9,-5,144,99,0,125,100,0,0,0,5,-19,1
139,139,-5,144,99,0,125,100,0,0,0,5,-19,1
139.1,139.1,-5,141,99,0,125,100,0,0,0,5,-16,1
139.2,139.2,-5,140,99,0,125,100,0,0,0,5,-15,1
139.3,139.3,-5,139,99,0,125,100,0,0,0,5,-14,1
139.4,139.4,-4,138,99,0,125,100,0,0,0,4,-13,1
139.5,139.5,-4,137,99,0,125,100,0,0,0,4,-12,1
139.6,139.6,-4,137,99,0,125,100,0,0,0,4,-12,1
139.7,139.7,-4,136,99,0,125,100,0,0,0,4,-11,1
139.8,139.8,-4,135,99,0,125,100,0,0,0,4,-10,1
