T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z,qx,qy,qz,qw,rt_tar_vel_x,rt_tar_vel_y
545.631,545.631,5,-48,90,0,0,80,0,9,-4,-5,48,-10,-0.0053,-0.0137,-0.9985,0.0536,0,-8
545.731,545.731,5,-44,90,0,0,80,0,7,-4,-5,44,-10,-0.0048,-0.0148,-0.9991,0.0399,0,-6
545.831,545.831,6,-42,90,0,0,80,-2,5,-4,-6,42,-10,-0.0043,-0.0134,-0.9997,0.0212,1,-5
545.931,545.931,8,-40,90,0,0,80,-2,5,-4,-8,40,-10,-0.0044,-0.0135,-0.9999,0.0023,1,-5
546.031,546.031,9,-38,90,0,0,80,-2,5,-4,-9,38,-10,-0.0052,-0.0135,-0.9997,-0.0179,2,-4
546.131,546.131,10,-37,90,0,0,80,-2,5,-4,-10,37,-10,-0.0059,-0.013,-0.9992,-0.0385,2,-4
546.231,546.231,11,-34,91,0,0,80,-2,5,-5,-11,34,-11,-0.0065,-0.0126,-0.9982,-0.0589,2,-4
546.331,546.331,13,-29,90,0,0,80,-2,4,-4,-13,29,-10,-0.0054,-0.0133,-0.9948,-0.1012,2,-3
546.431,546.431,13,-29,90,0,0,80,-2,4,-4,-13,29,-10,-0.0054,-0.0133,-0.9948,-0.1013,2,-3
546.531,546.531,17,-23,89,0,0,80,-3,3,-4,-17,23,-9,-0.0017,-0.0112,-0.9884,-0.1515,3,-1
546.631,546.631,18,-20,90,0,0,80,-3,3,-4,-18,20,-10,-0.0025,-0.0089,-0.9863,-0.1647,3,-1
546.731,546.731,18,-20,90,0,0,80,-3,3,-4,-18,20,-10,-0.0025,-0.0089,-0.9863,-0.1647,3,-1
546.831,546.831,17,-17,91,0,0,80,-1,1,-5,-17,17,-11,-0.0051,-0.01,-0.9835,-0.1806,1,0
546.931,546.931,17,-15,91,0,0,80,-1,1,-5,-17,15,-11,-0.0075,-0.0129,-0.9808,-0.1947,1,0
547.031,547.031,18,-13,90,0,0,80,-1,1,-4,-18,13,-10,-0.0078,-0.0141,-0.9781,-0.2077,1,0
547.131,547.131,20,-10,90,0,0,80,-2,0,-4,-20,10,-10,-0.0073,-0.0129,-0.9755,-0.2196,1,0
547.231,547.231,21,-6,90,0,0,80,-2,0,-4,-21,6,-10,-0.0053,-0.0126,-0.9731,-0.2301,1,0
547.331,547.331,22,-2,90,0,0,80,-2,0,-4,-22,2,-10,-0.0042,-0.0131,-0.971,-0.2389,1,0
547.431,547.431,24,1,90,0,0,80,-2,0,-4,-24,-1,-10,-0.0044,-0.0122,-0.9693,-0.2457,1,0
547.531,547.531,27,10,89,0,0,80,-4,-2,-4,-27,-10,-9,-0.0036,-0.0115,-0.9658,-0.2589,2,3
547.631,547.631,28,13,89,0,0,80,-4,-2,-3,-28,-13,-9,-0.003,-0.0111,-0.9653,-0.2608,2,3
547.731,547.731,29,15,89,0,0,80,-4,-3,-3,-29,-15,-9,-0.0033,-0.0115,-0.9646,-0.2635,1,4
547.831,547.831,29,15,89,0,0,80,-4,-3,-3,-29,-15,-9,-0.0033,-0.0115,-0.9646,-0.2635,1,4
547.931,547.931,30,17,88,0,0,80,-4,-3,-3,-30,-17,-8,-0.0036,-0.0124,-0.9643,-0.2645,1,4
548.031,548.031,32,20,88,0,0,80,-5,-4,-3,-32,-20,-8,-0.0027,-0.0109,-0.9644,-0.2642,2,5
548.131,548.131,33,24,88,0,0,80,-6,-4,-3,-33,-24,-8,-0.0014,-0.0092,-0.9648,-0.2629,3,6
548.231,548.231,35,28,88,0,0,80,-5,-5,-3,-35,-28,-8,-0.0007,-0.0092,-0.9655,-0.2601,1,6
548.331,548.331,37,33,87,0,0,80,-6,-6,-2,-37,-33,-7,-0.0011,-0.01,-0.9665,-0.2564,2,8
548.431,548.431,40,41,87,0,0,80,-7,-7,-2,-40,-41,-7,-0.0032,-0.0104,-0.9685,-0.2489,2,9
548.531,548.531,41,45,86,0,0,80,-8,-8,-2,-41,-45,-6,-0.0042,-0.01,-0.97,-0.2428,3,10
548.631,548.631,42,50,86,0,0,80,-8,-8,-2,-42,-50,-6,-0.0046,-0.0098,-0.9718,-0.2354,3,10
548.731,548.731,42,50,86,0,0,80,-9,-9,-2,-42,-50,-6,-0.0046,-0.0098,-0.9719,-0.2353,3,12
548.841,548.841,42,50,86,0,0,80,-9,-9,-2,-42,-50,-6,-0.0046,-0.0098,-0.9719,-0.2353,3,12
548.941,548.941,44,62,86,0,0,80,-9,-10,-2,-44,-62,-6,-0.0022,-0.0083,-0.9781,-0.2079,4,12
549.041,549.041,46,65,85,0,0,80,-9,-11,-1,-46,-65,-5,-0.0019,-0.0083,-0.9796,-0.2006,3,13
549.141,549.141,48,68,84,0,0,80,-10,-12,-1,-48,-68,-4,-0.0037,-0.0082,-0.9819,-0.1893,4,14
549.241,549.241,50,72,84,0,0,80,-11,-12,-1,-50,-72,-4,-0.006,-0.0085,-0.9845,-0.1751,6,15
549.341,549.341,52,76,84,0,0,80,-12,-13,-1,-52,-76,-4,-0.0066,-0.0093,-0.9871,-0.1595,7,16
549.441,549.441,55,86,82,0,0,80,-12,-14,0,-55,-86,-2,-0.0033,-0.0124,-0.9899,-0.1415,7,16
549.541,549.541,56,92,77,0,0,80,-12,-15,0,-56,-92,3,-0.0024,-0.0131,-0.9906,-0.1365,7,17
549.641,549.641,56,92,77,0,0,80,-13,-16,0,-56,-92,3,-0.0024,-0.0131,-0.9906,-0.1365,8,18
549.741,549.741,57,98,71,0,0,80,-11,-18,3,-57,-98,9,-0.0027,-0.0125,-0.991,-0.1329,5,20
549.841,549.841,57,98,71,0,0,80,-12,-19,3,-57,-98,9,-0.0027,-0.0125,-0.9911,-0.1329,6,21
549.941,549.941,60,114,53,0,0,80,-11,-21,12,-60,-114,27,-0.0045,-0.0089,-0.9924,-0.1226,5,23
550.041,550.041,63,116,49,0,0,80,-11,-21,14,-63,-116,31,-0.0029,-0.009,-0.9925,-0.1222,5,23
550.141,550.141,65,117,46,0,0,80,-11,-21,15,-65,-117,34,-0.0028,-0.0074,-0.9925,-0.1217,5,23
550.241,550.241,68,124,36,0,0,80,-11,-21,20,-68,-124,44,-0.0011,-0.0033,-0.993,-0.118,5,22
550.341,550.341,70,131,28,0,0,80,-10,-21,20,-70,-131,52,-0.0006,-0.0003,-0.9932,-0.1164,4,22
550.441,550.441,70,131,28,0,0,80,-10,-21,20,-70,-131,52,-0.0006,-0.0003,-0.9932,-0.1164,4,22
550.541,550.541,72,138,19,0,0,80,-9,-22,20,-72,-138,61,0.0007,0.0037,-0.9933,-0.1153,3,23
550.641,550.641,73,143,12,0,0,80,-9,-22,20,-73,-143,68,0.0018,0.0049,-0.9934,-0.1144,3,23
550.741,550.741,75,147,6,0,0,80,-9,-22,20,-75,-147,74,0.002,0.0046,-0.9935,-0.1136,3,23
550.841,550.841,75,147,6,0,0,80,-9,-23,20,-75,-147,74,0.0019,0.0047,-0.9935,-0.1135,3,24
550.941,550.941,75,151,2,0,0,80,-9,-23,20,-75,-151,78,-0.0057,-0.0025,-0.9921,-0.1253,2,24
551.041,551.041,68,142,17,0,0,80,-9,-23,20,-68,-142,63,-0.0042,0.0061,-0.9922,-0.1243,3,24
551.141,551.141,68,142,17,0,0,80,-9,-23,20,-68,-142,63,-0.0042,0.0061,-0.9922,-0.1243,3,24
551.241,551.241,73,143,11,0,0,80,-9,-22,20,-73,-143,69,-0.005,0.0118,-0.9925,-0.1217,3,23
551.341,551.341,82,147,3,0,0,80,-9,-22,20,-82,-147,77,-0.0027,0.004,-0.9926,-0.1215,3,23
551.441,551.441,91,155,-5,0,0,80,-10,-21,20,-91,-155,85,0.0011,-0.0013,-0.9932,-0.1167,4,22
