T_REL,T_ABS,RADAR_POS_X,RADAR_POS_Y,RADAR_POS_Z,TARGET_POS_X,TARGET_POS_Y,TARGET_POS_Z,CMD_SPEED_X,CMD_SPEED_Y,CMD_SPEED_Z,ERROR_X,ERROR_Y,ERROR_Z,qw,qx,qy,qz,rt_tar_vel_x,rt_tar_vel_y
813.781,813.781,85,-27,101,150,-25,100,13,0,0,65,2,-1,0.0145,0.0003,0.0091,0.9999,12,0
813.881,813.881,88,-27,101,150,-25,100,12,0,0,62,2,-1,0.0139,0.0008,0.0101,0.9999,11,0
813.981,813.981,91,-27,101,150,-25,100,12,0,0,59,2,-1,0.0132,0.001,0.0107,0.9999,11,0
814.081,814.081,94,-27,101,150,-25,100,11,0,0,56,2,-1,0.0128,0.0007,0.011,0.9999,10,0
814.181,814.181,97,-27,101,150,-25,100,10,0,0,53,2,-1,0.0124,-0.0001,0.0108,0.9999,9,0
814.281,814.281,100,-27,101,150,-25,100,10,0,0,50,2,-1,0.0124,-0.0007,0.0106,0.9999,9,0
814.381,814.381,103,-27,101,150,-25,100,9,0,0,47,2,-1,0.0124,-0.0012,0.0101,0.9999,8,0
814.481,814.481,105,-27,101,150,-25,100,9,0,0,45,2,-1,0.0116,-0.0017,0.0087,0.9999,8,0
814.581,814.581,108,-26,101,150,-25,100,8,0,0,42,1,-1,0.0119,-0.0016,0.0072,0.9999,7,0
814.681,814.681,110,-25,101,150,-25,100,8,0,0,40,0,-1,0.0127,-0.0007,0.0052,0.9999,7,0
814.781,814.781,113,-25,101,150,-25,100,7,0,0,37,0,-1,0.0135,0.0002,0.0036,0.9999,6,0
814.881,814.881,115,-24,101,150,-25,100,7,0,0,35,-1,-1,0.0142,0.0004,0.0014,0.9999,6,0
814.981,814.981,118,-24,101,150,-25,100,6,0,0,32,-1,-1,0.0144,0.0003,-0.0006,0.9999,5,0
815.081,815.081,120,-23,101,150,-25,100,6,0,0,30,-2,-1,0.0145,-0.0003,-0.0017,0.9999,5,0
815.181,815.181,122,-22,101,150,-25,100,5,0,0,28,-3,-1,0.0144,-0.0017,-0.0026,0.9999,4,0
815.281,815.281,124,-22,101,150,-25,100,5,0,0,26,-3,-1,0.0146,-0.0031,-0.0032,0.9999,4,0
815.381,815.381,126,-21,101,150,-25,100,2,0,0,24,-4,-1,0.0149,-0.0037,-0.004,0.9999,1,0
815.481,815.481,128,-21,101,150,-25,100,2,0,0,22,-4,-1,0.0149,-0.0038,-0.004,0.9999,1,0
815.581,815.581,129,-20,101,150,-25,100,2,0,0,21,-5,-1,0.0156,-0.0035,-0.0037,0.9999,1,0
815.681,815.681,131,-20,101,150,-25,100,2,0,0,19,-5,-1,0.0162,-0.0038,-0.0033,0.9999,1,0
815.781,815.781,132,-20,101,150,-25,100,2,0,0,18,-5,-1,0.0161,-0.0043,-0.0026,0.9999,1,0
815.881,815.881,134,-19,101,150,-25,100,2,0,0,16,-6,-1,0.0155,-0.0044,-0.0019,0.9999,1,0
815.981,815.981,135,-19,101,150,-25,100,1,0,0,15,-6,-1,0.015,-0.0042,-0.0009,0.9999,0,0
816.081,816.081,136,-19,101,150,-25,100,1,0,0,14,-6,-1,0.0145,-0.0035,0.0007,0.9999,0,0
816.181,816.181,136,-18,101,150,-25,100,1,0,0,14,-7,-1,0.0146,-0.0029,0.0027,0.9999,0,0
816.281,816.281,137,-18,101,150,-25,100,1,0,0,13,-7,-1,0.0149,-0.0028,0.0054,0.9999,0,0
816.381,816.381,138,-18,101,150,-25,100,1,0,0,12,-7,-1,0.0149,-0.0031,0.0071,0.9999,0,0
816.481,816.481,139,-17,101,150,-25,100,1,-1,0,11,-8,-1,0.0144,-0.0038,0.0095,0.9998,0,-1
816.581,816.581,139,-17,101,150,-25,100,1,-1,0,11,-8,-1,0.0136,-0.0039,0.0105,0.9998,0,-1
816.681,816.681,140,-17,100,150,-25,100,1,-1,0,10,-8,0,0.0133,-0.0037,0.0116,0.9998,0,-1
816.781,816.781,140,-16,100,150,-25,100,1,-1,0,10,-9,0,0.0133,-0.0037,0.0116,0.9998,0,-1
816.881,816.881,140,-16,100,150,-25,100,1,-1,0,10,-9,0,0.0129,-0.0029,0.0124,0.9998,0,-1
816.981,816.981,140,-15,101,150,-25,100,1,-1,0,10,-10,-1,0.0124,-0.0029,0.0122,0.9998,0,-1
817.081,817.081,140,-15,101,150,-25,100,1,-1,0,10,-10,-1,0.0122,-0.0027,0.0115,0.9999,0,-1
817.181,817.181,140,-14,101,150,-25,100,1,-1,0,10,-11,-1,0.0118,-0.0026,0.0109,0.9999,0,-1
817.281,817.281,141,-14,101,150,-25,100,1,-1,0,9,-11,-1,0.0118,-0.0026,0.0109,0.9999,0,-1
817.381,817.381,141,-14,101,150,-25,100,1,-1,0,9,-11,-1,0.0116,-0.0029,0.0105,0.9999,0,-1
817.481,817.481,141,-13,100,150,-25,100,1,-1,0,9,-12,0,0.0113,-0.0036,0.01,0.9999,0,-1
817.581,817.581,141,-13,100,150,-25,100,1,-1,0,9,-12,0,0.011,-0.0043,0.0092,0.9999,0,-1
817.681,817.681,141,-12,100,150,-25,100,1,-1,0,9,-13,0,0.0131,-0.004,0.008,0.9999,0,-1
817.781,817.781,141,-11,100,150,-25,100,1,-1,0,9,-14,0,0.0163,-0.0039,0.0066,0.9998,0,-1
817.881,817.881,140,-11,101,150,-25,100,1,-1,0,10,-14,-1,0.0182,-0.0041,0.0045,0.9998,0,-1
817.991,817.991,140,-10,100,150,-25,100,1,-1,0,10,-15,0,0.0169,-0.0044,0.0001,0.9998,0,0
818.091,818.091,140,-10,100,150,-25,100,1,-1,0,10,-15,0,0.0148,-0.0047,-0.0029,0.9999,1,0
818.191,818.191,139,-10,100,150,-25,100,1,-1,0,11,-15,0,0.0144,-0.0048,-0.0051,0.9999,1,0
818.291,818.291,139,-9,100,150,-25,100,1,-1,0,11,-16,0,0.0147,-0.0048,-0.0066,0.9999,1,0
818.391,818.391,139,-9,100,150,-25,100,1,-1,0,11,-16,0,0.0154,-0.0048,-0.0076,0.9998,1,0
818.491,818.491,138,-8,100,150,-25,100,1,-1,0,12,-17,0,0.0171,-0.0047,-0.0084,0.9998,1,0
818.591,818.591,138,-8,100,150,-25,100,1,-2,0,12,-17,0,0.0178,-0.005,-0.0086,0.9998,1,-1
818.691,818.691,137,-7,100,150,-25,100,1,-2,0,13,-18,0,0.0179,-0.005,-0.0085,0.9998,1,-1
818.791,818.791,137,-7,100,150,-25,100,1,-2,0,13,-18,0,0.0179,-0.005,-0.0085,0.9998,1,-1
818.891,818.891,136,-6,100,150,-25,100,1,-2,0,14,-19,0,0.0171,-0.0052,-0.0077,0.9998,1,-1
818.991,818.991,136,-6,100,150,-25,100,1,-2,0,14,-19,0,0.0169,-0.0051,-0.0065,0.9998,1,-1
819.091,819.091,135,-6,99,150,-25,100,1,-2,0,15,-19,1,0.0163,-0.0048,-0.005,0.9998,1,-1
819.191,819.191,134,-5,99,150,-25,100,1,-2,0,16,-20,1,0.0161,-0.0042,-0.0025,0.9999,1,-1
819.291,819.291,133,-5,99,150,-25,100,2,-2,0,17,-20,1,0.0165,-0.0041,-0.0003,0.9999,2,-1
819.391,819.391,133,-5,99,150,-25,100,2,-2,0,17,-20,1,0.0169,-0.0044,0.0024,0.9998,1,-2
819.491,819.491,132,-5,99,150,-25,100,2,-2,0,18,-20,1,0.0174,-0.0044,0.0053,0.9998,1,-2
819.591,819.591,131,-5,99,150,-25,100,2,-2,0,19,-20,1,0.0169,-0.0038,0.0082,0.9998,1,-2
819.691,819.691,130,-4,99,150,-25,100,2,-2,0,20,-21,1,0.0171,-0.0032,0.0092,0.9998,1,-2
819.791,819.791,130,-4,99,150,-25,100,2,-2,0,20,-21,1,0.0175,-0.0032,0.01,0.9998,1,-2
819.891,819.891,129,-4,99,150,-25,100,2,-2,0,21,-21,1,0.0178,-0.0036,0.0101,0.9998,1,-2
819.991,819.991,128,-4,99,150,-25,100,2,-2,0,22,-21,1,0.0184,-0.0037,0.0098,0.9998,1,-2
820.091,820.091,127,-3,99,150,-25,100,2,-2,0,23,-22,1,0.0184,-0.0033,0.009,0.9998,1,-2
820.191,820.191,126,-3,99,150,-25,100,2,-2,0,24,-22,1,0.0178,-0.0031,0.0079,0.9998,1,-2
820.291,820.291,125,-2,99,150,-25,100,5,-2,0,25,-23,1,0.0172,-0.0027,0.0058,0.9998,4,-2
820.391,820.391,125,-2,99,150,-25,100,5,-2,0,25,-23,1,0.0164,-0.0028,0.0035,0.9999,4,-2
820.491,820.491,124,-2,99,150,-25,100,5,-2,0,26,-23,1,0.0166,-0.0021,0.0009,0.9999,4,-2
820.591,820.591,123,-2,99,150,-25,100,5,-2,0,27,-23,1,0.0182,0.0009,-0.002,0.9998,5,-1
820.691,820.691,123,-2,99,150,-25,100,5,-2,0,27,-23,1,0.0197,0.0032,-0.0045,0.9998,5,-1
820.791,820.791,122,-1,99,150,-25,100,5,-2,0,28,-24,1,0.0203,0.004,-0.0065,0.9998,5,-1
820.891,820.891,121,-1,99,150,-25,100,5,-2,0,29,-24,1,0.0201,0.0038,-0.0074,0.9998,5,-1
820.991,820.991,121,-1,99,150,-25,100,6,-2,0,29,-24,1,0.0201,0.0038,-0.0074,0.9998,6,-1
821.091,821.091,121,-1,99,150,-25,100,6,-2,0,29,-24,1,0.018,0.0014,-0.0087,0.9998,6,-1
821.191,821.191,120,-1,99,150,-25,100,6,-2,0,30,-24,1,0.0175,0.0006,-0.0083,0.9998,6,-1
821.291,821.291,120,-1,99,150,-25,100,6,-2,0,30,-24,1,0.0177,0.0007,-0.0078,0.9998,6,-1
821.391,821.391,120,-1,99,150,-25,100,6,-2,0,30,-24,1,0.0189,0.0007,-0.0073,0.9998,6,-1
821.491,821.491,120,-1,99,150,-25,100,6,-2,0,30,-24,1,0.0203,0.0008,-0.0059,0.9998,6,-1
821.591,821.591,120,-1,99,150,-25,100,6,-2,0,30,-24,1,0.0206,0.001,-0.005,0.9998,6,-1
821.691,821.691,120,-1,99,150,-25,100,6,-2,0,30,-24,1,0.0203,0.0011,-0.0036,0.9998,6,-1
821.791,821.791,120,-1,99,150,-25,100,6,-2,0,30,-24,1,0.0203,0.0011,-0.0036,0.9998,6,-1
821.891,821.891,120,-1,99,150,-25,100,6,-2,0,30,-24,1,0.0197,0.0003,-0.0018,0.9998,5,-2
821.991,821.991,120,0,99,150,-25,100,6,-2,0,30,-25,1,0.0185,-0.0007,0.0008,0.9998,5,-2
822.091,822.091,120,0,99,150,-25,100,6,-2,0,30,-25,1,0.0179,-0.0009,0.0038,0.9998,5,-2
822.191,822.191,120,0,99,150,-25,100,6,-2,0,30,-25,1,0.0178,-0.0011,0.0067,0.9998,5,-2
822.291,822.291,120,0,99,150,-25,100,6,-2,0,30,-25,1,0.0187,-0.0011,0.0086,0.9998,5,-2
822.391,822.391,121,-1,99,150,-25,100,6,-2,0,29,-24,1,0.0201,-0.0018,0.0098,0.9997,5,-2
822.501,822.501,121,-1,99,150,-25,100,5,-2,0,29,-24,1,0.0205,-0.0026,0.0101,0.9997,4,-2
822.601,822.601,122,-1,99,150,-25,100,5,-2,0,28,-24,1,0.0199,-0.0027,0.0093,0.9998,4,-2
822.701,822.701,122,-1,99,150,-25,100,5,-2,0,28,-24,1,0.0198,-0.0021,0.0084,0.9998,4,-2
822.801,822.801,122,-1,99,150,-25,100,5,-2,0,28,-24,1,0.0192,-0.0015,0.0074,0.9998,4,-2
822.901,822.901,122,-1,99,150,-25,100,5,-2,0,28,-24,1,0.018,-0.0011,0.0053,0.9998,4,-2
823.001,823.001,123,-1,99,150,-25,100,5,-2,0,27,-24,1,0.0178,-0.0007,0.0041,0.9998,4,-2
823.101,823.101,124,-1,99,150,-25,100,5,-2,0,26,-24,1,0.0186,-0.0006,0.0024,0.9998,4,-2
823.201,823.201,124,-2,99,150,-25,100,5,-2,0,26,-23,1,0.0192,-0.0002,0.0007,0.9998,4,-2
823.301,823.301,125,-2,99,150,-25,100,5,-2,0,25,-23,1,0.0195,-0.0001,-0.0002,0.9998,5,-1
823.401,823.401,125,-2,99,150,-25,100,5,-2,0,25,-23,1,0.0193,-0.0005,-0.0015,0.9998,5,-1
823.501,823.501,126,-2,99,150,-25,100,2,-2,0,24,-23,1,0.0187,-0.0004,-0.0018,0.9998,2,-1
823.601,823.601,126,-3,99,150,-25,100,2,-2,0,24,-22,1,0.0184,-0.0003,-0.0016,0.9998,2,-1
823.701,823.701,127,-3,99,150,-25,100,2,-2,0,23,-22,1,0.018,-0.0002,-0.0012,0.9998,2,-1
823.801,823.801,128,-3,99,150,-25,100,2,-2,0,22,-22,1,0.018,-0.0012,-0.0006,0.9998,2,-1
823.901,823.901,129,-3,99,150,-25,100,2,-2,0,21,-22,1,0.0187,-0.0024,0.0002,0.9998,1,-1
824.001,824.001,129,-4,98,150,-25,100,2,-2,0,21,-21,2,0.0196,-0.0028,0.0008,0.9998,1,-2
824.101,824.101,130,-4,99,150,-25,100,2,-2,0,20,-21,1,0.02,-0.0022,0.0014,0.9998,1,-2
824.201,824.201,131,-4,99,150,-25,100,2,-2,0,19,-21,1,0.0198,-0.002,0.0018,0.9998,1,-2
824.301,824.301,131,-4,99,150,-25,100,2,-2,0,19,-21,1,0.0197,-0.0015,0.0025,0.9998,1,-2
824.401,824.401,132,-5,99,150,-25,100,2,-2,0,18,-20,1,0.0195,-0.0011,0.0042,0.9998,1,-2
824.501,824.501,133,-6,99,150,-25,100,2,-2,0,17,-19,1,0.0197,-0.0007,0.0067,0.9998,1,-2
824.601,824.601,134,-6,99,150,-25,100,2,-2,0,16,-19,1,0.0205,-0.0005,0.0095,0.9997,1,-2
824.701,824.701,134,-7,99,150,-25,100,1,-2,0,16,-18,1,0.0207,-0.0007,0.0121,0.9997,0,-2
824.801,824.801,135,-7,99,150,-25,100,1,-2,0,15,-18,1,0.0203,-0.0016,0.0142,0.9997,0,-2
824.901,824.901,136,-8,99,150,-25,100,1,-1,0,14,-17,1,0.0192,-0.003,0.0158,0.9997,0,-1
825.001,825.001,136,-8,99,150,-25,100,1,-1,0,14,-17,1,0.0178,-0.0037,0.0162,0.9997,0,-1
825.101,825.101,137,-9,99,150,-25,100,1,-1,0,13,-16,1,0.0172,-0.0036,0.0159,0.9997,0,-1
825.201,825.201,138,-10,99,150,-25,100,1,-1,0,12,-15,1,0.0165,-0.003,0.0151,0.9997,0,-1
825.301,825.301,139,-10,98,150,-25,100,1,-1,0,11,-15,2,0.0169,-0.0023,0.0128,0.9998,0,-1
825.401,825.401,140,-11,98,150,-25,100,1,-1,0,10,-14,2,0.0182,-0.0019,0.01,0.9998,0,-1
825.501,825.501,141,-12,99,150,-25,100,1,-1,0,9,-13,1,0.0184,-0.002,0.0079,0.9998,0,-1
825.601,825.601,142,-12,99,150,-25,100,1,-1,0,8,-13,1,0.018,-0.0025,0.0058,0.9998,0,-1
825.701,825.701,143,-13,99,150,-25,100,1,-1,0,7,-12,1,0.0171,-0.0031,0.0037,0.9998,0,-1
825.801,825.801,144,-14,99,150,-25,100,1,-1,0,6,-11,1,0.016,-0.0038,0.0021,0.9999,0,-1
825.901,825.901,145,-15,99,150,-25,100,0,-1,0,5,-10,1,0.0153,-0.0038,0.0003,0.9999,0,0
826.001,826.001,145,-16,99,150,-25,100,0,-1,0,5,-9,1,0.0152,-0.0034,-0.0019,0.9999,0,0
826.101,826.101,146,-17,99,150,-25,100,0,-1,0,4,-8,1,0.0154,-0.003,-0.0053,0.9999,0,0
826.201,826.201,147,-18,99,150,-25,100,0,0,0,3,-7,1,0.0148,-0.0025,-0.0082,0.9999,0,0
826.301,826.301,148,-20,99,150,-25,100,0,0,0,2,-5,1,0.0138,-0.002,-0.0111,0.9998,0,0
826.401,826.401,148,-20,99,150,-25,100,0,0,0,2,-5,1,0.0132,-0.0019,-0.0137,0.9998,0,16
826.501,826.501,149,-21,99,150,75,100,0,17,0,1,96,1,0.0132,-0.0019,-0.0137,0.9998,0,16
826.601,826.601,150,-21,99,150,75,100,0,19,0,0,96,1,0.0126,-0.002,-0.0166,0.9998,0,18
826.711,826.711,151,-22,99,150,75,100,0,19,0,-1,97,1,0.0132,-0.0022,-0.0199,0.9997,0,18
826.811,826.811,152,-23,99,150,75,100,0,19,0,-2,98,1,0.0008,-0.0026,-0.0323,0.9995,-1,18
826.911,826.911,153,-23,98,150,75,100,0,19,0,-3,98,2,-0.0091,-0.0022,-0.0478,0.9988,-1,18
827.011,827.011,154,-23,98,150,75,100,0,19,0,-4,98,2,-0.0088,-0.0021,-0.0669,0.9977,-2,18
827.111,827.111,155,-23,98,150,75,100,0,19,0,-5,98,2,-0.0026,-0.0028,-0.0895,0.996,-3,18
827.211,827.211,156,-22,99,150,75,100,0,19,0,-6,97,1,0.0047,-0.0038,-0.1145,0.9934,-4,18
827.311,827.311,157,-23,99,150,75,100,0,19,0,-7,98,1,0.0088,-0.0053,-0.1401,0.9901,-5,18
827.411,827.411,159,-23,99,150,75,100,0,19,0,-9,98,1,0.0076,-0.006,-0.1664,0.986,-6,17
827.511,827.511,160,-22,99,150,75,100,0,19,0,-10,97,1,0.0058,-0.007,-0.1928,0.9812,-7,17
827.611,827.611,161,-20,99,150,75,100,0,19,0,-11,95,1,0.0036,-0.0078,-0.2203,0.9754,-8,17
827.711,827.711,162,-19,99,150,75,100,0,19,0,-12,94,1,0.0017,-0.0084,-0.2468,0.969,-9,16
827.811,827.811,162,-18,99,150,75,100,0,18,0,-12,93,1,0.0021,-0.0082,-0.2735,0.9618,-9,15
827.911,827.911,163,-17,99,150,75,100,0,18,0,-13,92,1,0.0021,-0.0082,-0.2735,0.9618,-10,14
828.511,828.511,169,-7,98,150,75,100,-1,16,0,-19,82,2,0.006,-0.0088,-0.4442,0.8958,-13,8
828.611,828.611,170,-5,98,150,75,100,-1,16,0,-20,80,2,0.0058,-0.0095,-0.4681,0.8836,-13,8
828.711,828.711,170,-3,97,150,75,100,-1,15,0,-20,78,3,0.005,-0.0093,-0.4909,0.8712,-13,6
828.811,828.811,171,-1,97,150,75,100,-1,15,0,-21,76,3,0.007,-0.0133,-0.5138,0.8578,-13,6
828.911,828.911,172,1,97,150,75,100,-1,14,0,-22,74,3,0.0093,-0.0164,-0.536,0.844,-13,5
829.011,829.011,172,3,97,150,75,100,-1,14,0,-22,72,3,0.0101,-0.0176,-0.5587,0.8291,-13,4
829.111,829.111,173,6,97,150,75,100,-1,14,0,-23,69,3,0.0095,-0.0168,-0.5807,0.8139,-13,3
829.211,829.211,173,8,97,150,75,100,-1,13,0,-23,67,3,0.0082,-0.016,-0.6018,0.7984,-12,2
829.311,829.311,173,11,96,150,75,100,-1,13,1,-23,64,4,0.0081,-0.0176,-0.6228,0.7821,-12,1
829.411,829.411,173,13,96,150,75,100,-1,12,1,-23,62,4,0.0087,-0.0187,-0.6431,0.7655,-11,1
829.511,829.511,172,15,96,150,75,100,-1,12,1,-22,60,4,0.0094,-0.0175,-0.663,0.7484,-12,0
829.611,829.611,172,18,95,150,75,100,-1,11,1,-22,57,5,0.0105,-0.0135,-0.682,0.7312,-11,0
829.711,829.711,171,21,95,150,75,100,-1,11,1,-21,54,5,0.0094,-0.0081,-0.7013,0.7128,-11,0
829.811,829.811,171,24,95,150,75,100,-1,10,1,-21,51,5,0.0078,-0.0074,-0.7186,0.6953,-9,-1
829.911,829.911,170,27,95,150,75,100,-1,9,1,-20,48,5,0.008,-0.0074,-0.7356,0.6773,-8,-1
830.011,830.011,170,30,95,150,75,100,-1,9,1,-20,45,5,0.0081,-0.0088,-0.7521,0.6589,-8,-2
830.111,830.111,169,33,95,150,75,100,-1,8,1,-19,42,5,0.0107,-0.0108,-0.7682,0.6401,-7,-2
830.211,830.211,169,36,95,150,75,100,-1,8,1,-19,39,5,0.0148,-0.015,-0.7842,0.6202,-7,-2
830.311,830.311,168,39,95,150,75,100,-1,7,1,-18,36,5,0.0173,-0.0188,-0.799,0.6008,-6,-2
830.411,830.411,167,42,95,150,75,100,0,6,1,-17,33,5,0.0173,-0.0188,-0.799,0.6008,-5,-1
830.511,830.511,167,45,95,150,75,100,0,6,1,-17,30,5,0.0171,-0.018,-0.8129,0.5819,-5,-2
830.611,830.611,166,48,95,150,75,100,0,5,1,-16,27,5,0.0174,-0.0129,-0.8226,0.5682,-4,-1
830.711,830.711,165,51,93,150,75,100,0,2,2,-15,24,7,0.0182,-0.0095,-0.8264,0.5627,-1,0
830.811,830.811,163,54,90,150,75,100,0,2,4,-13,21,10,0.0183,-0.0083,-0.8278,0.5607,-1,0
830.911,830.911,162,57,87,150,75,100,0,2,6,-12,18,13,0.018,-0.0081,-0.828,0.5603,-1,0
831.021,831.021,160,59,83,150,75,100,0,2,7,-10,16,17,0.0132,-0.01,-0.8245,0.5656,-1,0
831.111,831.111,159,63,80,150,75,100,0,1,9,-9,12,20,0.0132,-0.01,-0.8245,0.5656,0,0
831.221,831.221,158,66,76,150,75,100,0,1,11,-8,9,24,0.0096,-0.0106,-0.8171,0.5763,0,0
831.321,831.321,156,69,72,150,75,100,0,1,12,-6,6,28,0.0092,-0.0104,-0.8133,0.5817,0,0
831.421,831.421,155,71,68,150,75,100,0,0,14,-5,4,32,0.0106,-0.0102,-0.8091,0.5875,0,0
831.521,831.521,153,74,64,150,75,100,0,0,16,-3,1,36,0.0115,-0.009,-0.8048,0.5933,0,0
831.621,831.621,151,76,59,150,75,100,0,0,18,-1,-1,41,0.0123,-0.0077,-0.8012,0.5982,0,0
831.721,831.721,150,78,55,150,75,100,0,0,20,0,-3,45,0.0121,-0.0073,-0.7972,0.6036,0,0
831.821,831.821,148,81,51,150,75,100,0,0,20,2,-6,49,0.0115,-0.0075,-0.7943,0.6074,0,0
831.921,831.921,146,84,47,150,75,100,0,-1,20,4,-9,53,0.0104,-0.0084,-0.7914,0.6112,0,0
832.021,832.021,144,86,43,150,75,100,0,-1,20,6,-11,57,0.0093,-0.0098,-0.7883,0.6151,0,0
832.121,832.121,142,89,39,150,75,100,0,-1,20,8,-14,61,0.009,-0.0106,-0.7856,0.6186,0,0
832.221,832.221,140,92,35,150,75,100,0,-1,20,10,-17,65,0.0091,-0.0116,-0.7826,0.6223,0,0
832.321,832.321,138,94,31,150,75,100,0,-2,20,12,-19,69,0.0102,-0.012,-0.7792,0.6266,1,0
832.421,832.421,136,97,27,150,75,100,0,-2,20,14,-22,73,0.0109,-0.0116,-0.7761,0.6304,1,0
832.521,832.521,134,100,23,150,75,100,0,-2,20,16,-25,77,0.0119,-0.0108,-0.7727,0.6346,1,0
832.621,832.621,132,103,19,150,75,100,0,-5,20,18,-28,81,0.0124,-0.0114,-0.7684,0.6397,4,0
832.721,832.721,130,106,15,150,75,100,1,-5,20,20,-31,85,0.0133,-0.0115,-0.7646,0.6443,4,1
832.821,832.821,127,108,12,150,75,100,1,-6,20,23,-33,88,0.0147,-0.0124,-0.7597,0.65,5,1
832.921,832.921,124,111,8,150,75,100,5,-7,20,26,-36,92,0.0156,-0.0134,-0.7552,0.6551,6,5
833.021,833.021,123,112,9,150,75,100,5,-7,20,27,-37,91,0.0103,-0.0134,-0.7472,0.6644,6,5
833.121,833.121,122,113,8,150,75,100,5,-7,20,28,-38,92,0.0128,-0.0122,-0.7415,0.6707,6,5
833.221,833.221,123,114,9,150,75,100,5,-7,20,27,-39,91,0.0108,-0.0089,-0.7409,0.6715,6,5
833.321,833.321,124,114,8,150,75,100,5,-7,20,26,-39,92,0.0082,-0.0054,-0.7403,0.6722,6,5
833.421,833.421,124,114,8,150,75,100,5,-7,20,26,-39,92,0.0079,-0.004,-0.7398,0.6727,6,5
833.521,833.521,124,114,8,150,75,100,5,-7,20,26,-39,92,0.0076,-0.0037,-0.7397,0.6728,6,5
833.621,833.621,124,113,8,150,75,100,5,-7,20,26,-38,92,0.0074,-0.0035,-0.7396,0.673,6,5
833.721,833.721,124,113,8,150,75,100,5,-7,20,26,-38,92,0.0072,-0.0033,-0.7395,0.6731,6,5
833.821,833.821,124,112,8,150,75,100,1,-7,20,26,-37,92,0.007,-0.003,-0.7393,0.6733,6,1
833.921,833.921,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0068,-0.0031,-0.7391,0.6736,6,1
834.021,834.021,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0069,-0.0031,-0.739,0.6736,6,1
834.121,834.121,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0066,-0.0032,-0.7391,0.6736,6,1
834.221,834.221,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0032,-0.7392,0.6734,6,1
834.321,834.321,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0066,-0.0033,-0.7392,0.6735,6,1
834.421,834.421,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0032,-0.7391,0.6735,6,1
834.521,834.521,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0029,-0.7391,0.6736,6,1
834.621,834.621,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0066,-0.0028,-0.7391,0.6735,6,1
834.721,834.721,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0066,-0.0028,-0.7391,0.6735,6,1
834.821,834.821,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0027,-0.7392,0.6735,6,1
834.921,834.921,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0027,-0.7392,0.6735,6,1
835.021,835.021,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0029,-0.7392,0.6734,6,1
835.121,835.121,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0026,-0.7392,0.6735,6,1
835.221,835.221,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0026,-0.7391,0.6735,6,1
835.321,835.321,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0063,-0.0027,-0.7393,0.6734,6,1
835.431,835.431,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0026,-0.7391,0.6736,6,1
835.521,835.521,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0064,-0.0026,-0.7391,0.6736,6,1
835.631,835.631,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0063,-0.003,-0.7392,0.6735,6,1
835.731,835.731,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0062,-0.0028,-0.7391,0.6736,6,1
835.831,835.831,124,112,8,150,75,100,1,-7,20,26,-37,92,0.0062,-0.0028,-0.7391,0.6736,6,1
